frame,time_sec,lane1_in,lane2_in,lane1_out,lane2_out,lane1_queue,lane2_queue
936,31.23,21,12,37,20,0,0
937,31.26,21,12,37,20,0,0
938,31.3,21,12,37,20,0,0
939,31.33,21,12,37,20,0,0
940,31.36,21,12,37,20,0,0
941,31.4,21,12,37,20,0,0
942,31.43,21,12,37,20,0,0
943,31.46,21,12,37,20,0,0
944,31.5,21,12,37,20,0,1
945,31.53,21,12,37,20,0,1
946,31.56,21,12,37,21,1,0
947,31.6,21,12,37,21,1,0
948,31.63,21,12,37,21,1,0
949,31.66,21,12,37,21,1,0
950,31.7,21,12,37,21,1,0
951,31.73,21,12,38,21,0,0
952,31.77,21,12,38,21,0,0
953,31.8,21,12,38,21,0,0
954,31.83,21,12,38,21,0,0
955,31.87,21,12,38,21,0,0
956,31.9,21,12,38,21,0,0
957,31.93,21,12,38,21,0,0
958,31.97,21,12,38,21,0,0
959,32.0,22,12,38,21,1,0
960,32.03,22,12,38,21,1,0
961,32.07,22,12,38,21,1,0
962,32.1,22,12,38,21,1,0
963,32.13,22,12,38,21,0,0
964,32.17,22,13,38,21,0,1
965,32.2,22,13,38,21,0,2
966,32.23,22,13,38,21,0,1
967,32.27,22,13,38,21,0,0
968,32.3,22,13,38,21,0,0
969,32.33,22,13,38,21,0,0
970,32.37,22,13,38,21,0,0
971,32.4,22,13,38,21,0,0
972,32.43,22,13,38,21,0,0
973,32.47,22,13,38,21,0,0
974,32.5,22,13,38,21,0,0
975,32.53,22,13,38,21,0,0
976,32.57,22,13,38,21,0,0
977,32.6,22,13,38,21,0,0
978,32.63,22,13,38,21,0,0
979,32.67,22,13,38,21,0,0
980,32.7,22,13,38,21,0,0
981,32.73,22,13,38,21,0,0
982,32.77,22,13,38,21,0,0
983,32.8,22,13,38,21,0,0
984,32.83,22,13,38,21,0,0
985,32.87,22,13,38,21,0,0
986,32.9,22,13,38,21,0,0
987,32.93,22,13,38,21,0,0
988,32.97,22,13,38,21,0,0
989,33.0,22,13,38,21,0,0
990,33.03,22,13,38,21,0,0
991,33.07,22,13,38,21,0,0
992,33.1,22,13,38,21,0,0
993,33.13,22,13,38,21,0,0
994,33.17,22,13,38,21,0,0
995,33.2,22,13,38,21,0,0
996,33.23,22,13,38,21,0,0
997,33.27,22,13,38,21,0,0
998,33.3,22,13,38,21,0,0
999,33.33,22,13,38,21,0,0
1000,33.37,22,13,38,21,0,0
1001,33.4,22,13,38,21,0,0
1002,33.43,22,13,38,21,0,0
1003,33.47,22,13,38,21,0,0
1004,33.5,22,13,38,21,0,0
1005,33.53,22,13,38,21,0,0
1006,33.57,22,13,38,21,0,0
1007,33.6,22,13,38,21,0,0
1008,33.63,22,13,38,21,0,0
1009,33.67,22,13,38,21,0,0
1010,33.7,22,13,38,21,0,0
1011,33.73,22,13,38,21,0,0
1012,33.77,22,13,38,21,0,0
1013,33.8,22,13,38,21,0,0
1014,33.83,22,13,38,21,0,0
1015,33.87,22,13,38,21,0,0
1016,33.9,22,13,38,21,0,0
1017,33.93,22,13,38,21,0,0
1018,33.97,22,13,38,21,0,0
1019,34.0,22,13,38,21,0,0
1020,34.03,22,13,38,21,0,0
1021,34.07,22,13,38,21,0,0
1022,34.1,22,13,38,21,0,0
1023,34.13,22,13,38,21,0,0
1024,34.17,22,13,38,21,0,0
1025,34.2,22,13,38,21,0,0
1026,34.23,22,13,38,21,0,0
1027,34.27,22,13,38,21,0,0
1028,34.3,22,13,38,21,0,0
1029,34.33,22,13,38,21,0,0
1030,34.37,22,13,38,21,0,0
1031,34.4,22,13,38,21,0,0
1032,34.43,22,13,38,21,0,0
1033,34.47,22,13,38,21,0,0
1034,34.5,22,13,38,21,0,0
1035,34.53,22,13,38,21,0,0
1036,34.57,22,13,38,21,0,0
1037,34.6,22,13,38,21,0,0
1038,34.63,22,13,38,21,0,0
1039,34.67,22,13,38,21,0,0
1040,34.7,22,13,38,21,0,0
1041,34.73,22,13,38,21,0,0
1042,34.77,22,13,38,21,0,0
1043,34.8,22,13,38,21,0,0
1044,34.83,22,13,38,21,0,0
1045,34.87,22,13,38,21,0,0
1046,34.9,22,13,38,21,0,0
1047,34.93,22,13,38,21,0,0
1048,34.97,22,13,38,21,0,0
1049,35.0,22,13,38,21,0,0
1050,35.04,22,13,38,21,0,0
1051,35.07,22,13,38,21,0,0
1052,35.1,22,13,38,21,0,0
1053,35.14,22,13,38,21,0,0
1054,35.17,22,13,38,21,0,1
1055,35.2,22,13,38,21,0,1
1056,35.24,22,13,38,22,0,0
1057,35.27,22,13,38,22,1,0
1058,35.3,23,13,38,22,2,0
1059,35.34,23,13,38,22,1,0
1060,35.37,23,13,38,22,1,0
1061,35.4,23,13,38,22,1,0
1062,35.44,23,13,39,22,0,0
1063,35.47,23,13,39,22,0,0
1064,35.5,23,13,39,22,0,0
1065,35.54,23,13,40,22,0,0
1066,35.57,23,13,40,22,0,0
1067,35.6,23,13,40,22,0,0
1068,35.64,23,13,40,22,0,0
1069,35.67,23,13,40,22,0,0
1070,35.7,23,13,40,22,0,0
1071,35.74,23,13,40,22,0,0
1072,35.77,23,13,40,22,0,0
1073,35.8,23,13,40,22,0,0
1074,35.84,23,13,40,22,0,0
1075,35.87,23,13,40,22,0,0
1076,35.9,23,13,40,22,0,0
1077,35.94,23,13,40,22,0,0
1078,35.97,23,13,40,22,0,0
1079,36.0,24,13,40,22,1,0
1080,36.04,24,13,40,22,1,0
1081,36.07,24,13,40,22,1,0
1082,36.1,24,13,40,22,1,0
1083,36.14,24,14,40,22,0,1
1084,36.17,24,14,40,22,0,1
1085,36.2,24,14,40,22,0,1
1086,36.24,24,14,40,22,0,1
1087,36.27,24,14,40,22,0,0
1088,36.3,24,14,40,22,0,0
1089,36.34,24,14,40,22,0,0
1090,36.37,24,14,40,22,0,0
1091,36.4,25,14,40,22,1,0
1092,36.44,25,14,40,22,0,0
1093,36.47,25,14,40,22,0,0
1094,36.5,25,14,40,22,0,0
1095,36.54,26,14,40,22,1,0
1096,36.57,26,14,40,22,1,0
1097,36.6,26,14,40,22,1,0
1098,36.64,26,14,40,22,1,0
1099,36.67,26,14,40,22,1,0
1100,36.7,26,14,40,22,1,0
1101,36.74,26,15,40,22,0,1
1102,36.77,26,15,40,22,0,1
1103,36.8,27,15,40,22,1,0
1104,36.84,27,15,40,22,1,0
1105,36.87,27,15,40,22,1,0
1106,36.9,27,15,40,22,1,0
1107,36.94,27,15,40,22,1,0
1108,36.97,27,16,40,22,0,1
1109,37.0,27,16,40,22,0,1
1110,37.04,27,16,40,22,0,1
1111,37.07,27,16,40,22,0,0
1112,37.1,27,16,40,22,0,0
1113,37.14,27,16,40,22,0,0
1114,37.17,27,16,40,22,0,0
1115,37.2,27,16,40,22,0,0
1116,37.24,27,16,40,22,0,0
1117,37.27,27,16,40,22,0,0
1118,37.3,27,16,40,22,0,1
1119,37.34,27,16,40,22,0,1
1120,37.37,27,16,40,22,0,1
1121,37.4,27,16,40,23,1,0
1122,37.44,27,16,40,23,1,0
1123,37.47,27,16,40,23,1,0
1124,37.5,27,16,40,23,1,0
1125,37.54,27,16,40,23,1,0
1126,37.57,27,16,41,23,0,0
1127,37.6,27,16,41,23,0,0
1128,37.64,27,16,41,23,0,0
1129,37.67,27,16,41,23,0,0
1130,37.7,27,16,41,23,0,0
1131,37.74,27,16,41,23,0,0
1132,37.77,27,16,41,23,1,0
1133,37.8,27,16,41,23,1,0
1134,37.84,27,16,42,23,0,0
1135,37.87,27,16,42,23,0,0
1136,37.9,27,16,42,23,0,0
1137,37.94,27,16,42,23,0,0
1138,37.97,27,16,42,23,0,0
1139,38.0,27,16,42,23,0,0
1140,38.04,27,16,42,23,0,0
1141,38.07,27,16,42,23,0,0
1142,38.1,27,16,42,23,0,0
1143,38.14,27,16,42,23,0,0
1144,38.17,27,16,42,23,0,0
1145,38.2,27,16,42,23,0,0
1146,38.24,27,16,42,23,0,0
1147,38.27,27,16,42,23,0,0
1148,38.3,27,16,42,23,0,0
1149,38.34,27,16,42,23,0,0
1150,38.37,27,16,42,23,0,0
1151,38.41,27,16,42,23,0,0
1152,38.44,27,16,42,23,0,0
1153,38.47,27,16,42,23,0,0
1154,38.51,27,16,42,23,0,0
1155,38.54,27,16,42,23,0,0
1156,38.57,27,16,42,23,0,0
1157,38.61,27,16,42,23,0,0
1158,38.64,27,16,42,23,0,0
1159,38.67,27,16,42,23,0,0
1160,38.71,27,16,42,23,0,0
1161,38.74,27,16,42,23,0,0
1162,38.77,27,16,42,23,0,0
1163,38.81,27,16,42,23,0,0
1164,38.84,27,16,42,23,0,0
1165,38.87,27,16,42,23,0,0
1166,38.91,27,16,42,23,0,0
1167,38.94,27,16,42,23,0,0
1168,38.97,27,16,42,23,0,0
1169,39.01,27,16,42,23,0,0
1170,39.04,27,16,42,23,0,0
1171,39.07,27,16,42,23,0,0
1172,39.11,27,16,42,23,0,0
1173,39.14,27,16,42,23,0,0
1174,39.17,27,16,42,23,0,0
1175,39.21,27,16,42,23,0,0
1176,39.24,27,16,42,23,0,0
1177,39.27,27,16,42,23,0,0
1178,39.31,27,16,42,23,0,0
1179,39.34,27,16,42,23,0,0
1180,39.37,27,16,42,23,0,0
1181,39.41,27,16,42,23,0,0
1182,39.44,27,16,42,23,0,0
1183,39.47,27,16,42,23,0,0
1184,39.51,27,16,42,23,0,0
1185,39.54,27,16,42,23,0,0
1186,39.57,27,16,42,23,0,0
1187,39.61,27,16,42,23,0,0
1188,39.64,27,16,42,23,0,0
1189,39.67,27,16,42,23,0,0
1190,39.71,27,16,42,23,0,0
1191,39.74,27,16,42,23,0,0
1192,39.77,27,16,42,23,0,0
1193,39.81,27,16,42,23,0,0
1194,39.84,27,16,42,23,0,0
1195,39.87,27,16,42,23,0,0
1196,39.91,27,16,42,23,0,0
1197,39.94,27,16,42,23,0,0
1198,39.97,27,16,42,23,0,0
1199,40.01,27,16,42,23,0,0
1200,40.04,27,16,42,23,0,0
1201,40.07,27,16,42,23,0,0
1202,40.11,27,16,42,23,0,0
1203,40.14,27,16,42,23,0,0
1204,40.17,27,16,42,23,0,0
1205,40.21,27,16,42,23,0,0
1206,40.24,27,16,42,23,0,0
1207,40.27,27,16,42,23,0,0
1208,40.31,27,16,42,23,0,0
